ID;Name;global_id;AdmArea;District;Address;Capacity;DepartamentalAffiliation;ObjectOperOrgName;ObjectOperOrgPhone;Longitude_WGS84;Latitude_WGS84;geoData
893;Велосипедная парковка № 28013 «Дом культуры «Юность»»;14020723;Северный административный округ;район Восточное Дегунино;улица Дубнинская, 73А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.556511;55.882780;{type=Point, coordinates=[37.556511000072, 55.882779999946]}
894;Велосипедная парковка № 28014 «Центр молодежного творчества «Гермес»»;14020724;Северный административный округ;Дмитровский район;улица Учинская, 10;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.537130;55.885160;{type=Point, coordinates=[37.537129999632, 55.885159999811]}
896;Велосипедная парковка № 29002 «Библиотека № 199»;14020726;Северо-Западный административный округ;район Северное Тушино;улица Героев Панфиловцев, 12, корпус 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.429581;55.858786;{type=Point, coordinates=[37.42958099977, 55.858786000029]}
897;Велосипедная парковка № 29003 «Центральная деткая библиотека № 110»;14020727;Северо-Западный административный округ;район Северное Тушино;Химкинский бульвар, 16, корпус 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.442928;55.851956;{type=Point, coordinates=[37.442928000277, 55.85195599986]}
898;Велосипедная парковка № 29004 «Библитека №216»;14020728;Северо-Западный административный округ;район Северное Тушино;улица Туристская, 31, корпус 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.419611;55.857259;{type=Point, coordinates=[37.419610999979, 55.857258999878]}
899;Велосипедная парковка № 29005 «Детская библиотека № 123»;14020729;Северо-Западный административный округ;район Северное Тушино;улица Планерная, 7, корпус 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.433497;55.863319;{type=Point, coordinates=[37.433497000435, 55.863318999836]}
900;Велосипедная парковка № 29007 «Центральная библиотека № 49»;14020730;Северо-Западный административный округ;район Хорошёво-Мнёвники;улица Мневники, дом 10 корпус 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.494021;55.773439;{type=Point, coordinates=[37.494020999889, 55.773438999987]}
903;Велосипедная парковка № 31001 «Школа № 282»;14020733;Центральный административный округ;Красносельский район;Скорняжный переулок, дом 3, строение 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.642347;55.773500;{type=Point, coordinates=[37.642346999967, 55.773499999968]}
904;Велосипедная парковка № 31003 «Школа № 457»;14020734;Центральный административный округ;Таганский район;Библиотечная улица, 29;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.677064;55.745743;{type=Point, coordinates=[37.677064000309, 55.745743000099]}
905;Велосипедная парковка № 31004 «Школа № 467»;14020735;Центральный административный округ;Таганский район;2-я Дубровская улица, 3;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.671381;55.729516;{type=Point, coordinates=[37.671381000005, 55.729515999853]}
906;Велосипедная парковка № 31005 «Школа № 1204»;14020736;Центральный административный округ;Басманный район;Рубцов переулок, 10/14;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.691261;55.772891;{type=Point, coordinates=[37.691261000212, 55.772890999853]}
907;Велосипедная парковка № 31006 «Школа № 1221»;14020737;Центральный административный округ;Таганский район;Нижегородская улица, 3Б, строение 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.678254;55.740345;{type=Point, coordinates=[37.678254000363, 55.740345000029]}
908;Велосипедная парковка № 31008 «Школа № 1270»;14020738;Центральный административный округ;Таганский район;Товарищеский переулок 21;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.664953;55.744374;{type=Point, coordinates=[37.664952999887, 55.744374000204]}
909;Велосипедная парковка № 31009 «Школа № 1277»;14020739;Центральный административный округ;Тверской район;улица Сущевская, 32;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.602332;55.784086;{type=Point, coordinates=[37.602332000183, 55.784085999947]}
910;Велосипедная парковка № 19009 «метро Тушинская»;14020740;Северо-Западный административный округ;район Покровское-Стрешнево;«метро Тушинская»;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.439584;55.827338;{type=Point, coordinates=[37.439584000072, 55.827337999759]}
911;Велосипедная парковка № 31011 «Школа № 1331»;14020741;Центральный административный округ;Тверской район;улица Краснопролетарская, 6а;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.609206;55.775496;{type=Point, coordinates=[37.609206000365, 55.775495999841]}
912;Велосипедная парковка № 31014 «Центр образования № 1480»;14020742;Центральный административный округ;Басманный район;Токмаков переулок, 17, строение 3;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.670844;55.767744;{type=Point, coordinates=[37.670843999705, 55.767744000123]}
913;Велосипедная парковка № 32019 «МГУ»;14020743;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 2;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.530039;55.700526;{type=Point, coordinates=[37.530038999715, 55.700525999945]}
914;Велосипедная парковка № 32020 «МГУ»;14020744;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 52;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.531826;55.698785;{type=Point, coordinates=[37.531826000344, 55.698785000065]}
915;Велосипедная парковка № 32021 «МГУ»;14020745;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 51;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.538698;55.698409;{type=Point, coordinates=[37.538697999978, 55.698408999783]}
916;Велосипедная парковка № 32022 «МГУ»;14020746;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 16;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.534597;55.697967;{type=Point, coordinates=[37.534597000263, 55.697967000125]}
917;Велосипедная парковка № 32023 «МГУ»;14020747;Западный административный округ;район Раменки;улица Ленинские горы, 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.530930;55.703590;{type=Point, coordinates=[37.530930000018, 55.703590000194]}
918;Велосипедная парковка № 32024 «МГУ»;14020748;Западный административный округ;район Раменки;улица Ленинские горы, 1 строение 22;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.539753;55.702473;{type=Point, coordinates=[37.539753000312, 55.702473000176]}
919;Велосипедная парковка № 32025 «МГУ»;14020749;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 3А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.525472;55.703359;{type=Point, coordinates=[37.525471999845, 55.703358999812]}
920;Велосипедная парковка № 32026 «МГУ»;14020750;Западный административный округ;район Раменки;улица Ленинские горы, 1, строение 12;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.522205;55.704283;{type=Point, coordinates=[37.522204999633, 55.704283000234]}
921;Велосипедная парковка № 33004 «Школа № 49»;14020751;Юго-Западный административный округ;район Коньково;улица Генерала Антонова, 5А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.535969;55.646309;{type=Point, coordinates=[37.535968999891, 55.646308999793]}
923;Велосипедная парковка № 33032 «Гимназия № 1786»;14020753;Юго-Западный административный округ;район Южное Бутово;улица Адмирала Лазарева, 77;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.495805;55.535196;{type=Point, coordinates=[37.495805000145, 55.535196000047]}
924;Велосипедная парковка № 33040 «Школа № 2047»;14020754;Юго-Западный административный округ;район Южное Бутово;улица Маршала Савицкого, 26, корпус 4;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.596124;55.503012;{type=Point, coordinates=[37.596124000173, 55.503011999934]}
925;Велосипедная парковка № 33044 «Центр образования №1613»;14020755;Юго-Западный административный округ;район Северное Бутово;улица Ратная, 14А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.574236;55.575255;{type=Point, coordinates=[37.574236000303, 55.575255000002]}
926;Велосипедная парковка № 33046 «Школа № 1332»;14020756;Юго-Западный административный округ;район Северное Бутово;Бульвар Дмитрия Донского, 8, корпус 2;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.572051;55.569360;{type=Point, coordinates=[37.57205100019, 55.569360000208]}
927;Велосипедная парковка № 34001 «Школа № 496»;14020757;Южный административный округ;район Нагатинский Затон;Коломенская набережная, 8;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.706438;55.680732;{type=Point, coordinates=[37.706438000107, 55.680732000129]}
928;Велосипедная парковка № 34007 «Лицей № 507»;14020758;Южный административный округ;район Нагатино-Садовники;улица Садовники, 13, строение 2;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.657084;55.672662;{type=Point, coordinates=[37.657083999645, 55.672662000057]}
929;Велосипедная парковка № 34083 «Школа № 927»;14020759;Южный административный округ;район Бирюлёво Западное;улица Булатниковская, 1А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.654495;55.577148;{type=Point, coordinates=[37.654495000199, 55.577147999805]}
930;Велосипедная парковка № 34084 «Школа № 932»;14020760;Южный административный округ;район Чертаново Южное;улица Чертановская, 62А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.585364;55.599772;{type=Point, coordinates=[37.585364000361, 55.599772000078]}
931;Велосипедная парковка № 34121 «Лицей № 1158»;14020761;Южный административный округ;район Чертаново Северное;Северное Чертаново, корпус 809;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.596565;55.634857;{type=Point, coordinates=[37.596565000214, 55.63485699988]}
932;Велосипедная парковка № 35006 «Школа № 468»;14020762;Юго-Восточный административный округ;район Кузьминки;улица Фёдора Полетаева, 2, корпус 8;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.663477;55.721659;{type=Point, coordinates=[37.663476999603, 55.721659000093]}
933;Велосипедная парковка № 35010 «Школа № 494»;14020763;Южный административный округ;Даниловский район;Симоновский вал, 18А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.661912;55.721568;{type=Point, coordinates=[37.661911999631, 55.721567999978]}
934;Велосипедная парковка № 35029 «Колледж индустрии гостеприимства и менеджмента № 23»;14020764;Восточный административный округ;район Преображенское;улица Малая Семеновская, 15;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.714466;55.786862;{type=Point, coordinates=[37.714466000357, 55.786862000176]}
935;Велосипедная парковка № 35030 «МЭИ»;14020765;Юго-Восточный административный округ;район Лефортово;Красноказарменная улица, 14;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.708665;55.753638;{type=Point, coordinates=[37.708665000053, 55.753638000149]}
936;Велосипедная парковка № 35030 «Политехнический колледж № 19»;14020766;Восточный административный округ;район Преображенское;1-й Зборовский переулок, домЗ;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.705274;55.799949;{type=Point, coordinates=[37.705273999992, 55.799949000218]}
937;Велосипедная парковка № 35032 «Политехнический колледж № 19»;14020767;Восточный административный округ;район Соколиная Гора;Проспект Буденного, З5;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.734019;55.766166;{type=Point, coordinates=[37.734019000326, 55.766166000151]}
939;Велосипедная парковка № 36002 «Школа № 349 »;14020769;Восточный административный округ;район Северное Измайлово;улица 15-я Парковая, 52А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.820842;55.809005;{type=Point, coordinates=[37.820841999885, 55.809004999849]}
940;Велосипедная парковка № 36003 «Центр образования № 363 »;14020770;Восточный административный округ;район Богородское;Алымов переулок, 15;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.712461;55.807160;{type=Point, coordinates=[37.712461000169, 55.807160000014]}
941;Велосипедная парковка № 36004 «Школа № 364 »;14020771;Восточный административный округ;район Сокольники;улица Старослободская, 8;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.669775;55.789809;{type=Point, coordinates=[37.669775000025, 55.789809000222]}
942;Велосипедная парковка № 36005 «Школа № 365 »;14020772;Восточный административный округ;район Богородское;улица 5-й проезд Подбельского, 2;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.886115;55.765861;{type=Point, coordinates=[37.886114999682, 55.765861000022]}
943;Велосипедная парковка № 36007 «Школа № 403 »;14020773;Восточный административный округ;район Измайлово;Сиреневый бульвар, 20;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.790605;55.801751;{type=Point, coordinates=[37.790605000272, 55.801750999748]}
944;Велосипедная парковка № 36009 «Школа № 406»;14020774;Восточный административный округ;район Перово;Зелёный проспект, 59;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.804352;55.753901;{type=Point, coordinates=[37.804351999913, 55.753900999776]}
945;Велосипедная парковка № 36010 «Школа № 448 »;14020775;Восточный административный округ;район Восточный;поселок Акулово, 43А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.792371;56.003310;{type=Point, coordinates=[37.792371000086, 56.003310000094]}
946;Велосипедная парковка № 36011 «Центр образования № 449 »;14020776;Восточный административный округ;район Соколиная Гора;улица Ткацкая, 47;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.740764;55.787168;{type=Point, coordinates=[37.740763999739, 55.787168000238]}
947;Велосипедная парковка № 36013 «Школа № 619 »;14020777;Восточный административный округ;район Северное Измайлово;улица 5-я Парковая, 62;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.788519;55.807550;{type=Point, coordinates=[37.788518999893, 55.807549999942]}
948;Велосипедная парковка № 36014 «Школа № 647 »;14020778;Восточный административный округ;район Соколиная Гора;улица 5-я Соколиной горы, 14;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.737926;55.763570;{type=Point, coordinates=[37.737925999872, 55.763569999926]}
949;Велосипедная парковка № 36017 «Школа № 917 »;14020779;Восточный административный округ;район Гольяново;Щелковское шоссе, 29а;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.779010;55.810746;{type=Point, coordinates=[37.779010000234, 55.810746000101]}
950;Велосипедная парковка № 36019 «Школа № 1078 »;14020780;Восточный административный округ;район Гольяново;улица Алтайская, 10А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.807834;55.818866;{type=Point, coordinates=[37.80783400021, 55.818866000247]}
951;Велосипедная парковка № 36020 «Школа № 1268 »;14020781;Восточный административный округ;район Северное Измайлово;улица 11-я Парковая, 50;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.806455;55.807285;{type=Point, coordinates=[37.806455000011, 55.807285000048]}
952;Велосипедная парковка № 36021 «Школа № 1320 »;14020782;Восточный административный округ;район Гольяново;улица Камчатская, 10;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.821100;55.827945;{type=Point, coordinates=[37.821099999627, 55.827945000005]}
953;Велосипедная парковка № 36023 «Центр образования № 1483 »;14020783;Восточный административный округ;район Измайлово;улица 7-я Парковая, 1А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.792770;55.790108;{type=Point, coordinates=[37.792770000294, 55.790107999782]}
954;Велосипедная парковка № 36025 «Гимназия № 1505 »;14020784;Восточный административный округ;район Преображенское;улица 2-я Пугачевская, 6А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.728670;55.795513;{type=Point, coordinates=[37.728669999933, 55.795512999987]}
955;Велосипедная парковка № 36026 «Гимназия № 1508 »;14020785;Восточный административный округ;район Измайлово;улица Первомайская, 65;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.795808;55.793741;{type=Point, coordinates=[37.795808000177, 55.793741000214]}
956;Велосипедная парковка № 36027 «Лицей № 1598 »;14020786;Восточный административный округ;район Гольяново;улица Хабаровская, 18;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.829600;55.824608;{type=Point, coordinates=[37.829599999881, 55.824608000219]}
957;Велосипедная парковка № 36028 «Лицей № 1598 »;14020787;Восточный административный округ;район Гольяново;улица Хабаровская, 8А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.829327;55.818654;{type=Point, coordinates=[37.82932700007, 55.818653999829]}
958;Велосипедная парковка № 36029 «Преображенская школа № 1690 »;14020788;Восточный административный округ;район Преображенское;улица 2-я Пугачевская, 10;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.725195;55.792259;{type=Point, coordinates=[37.725195000207, 55.792259000156]}
959;Велосипедная парковка № 36030 «Центр образования № 1811 »;14020789;Восточный административный округ;район Восточное Измайлово;улица Первомайская, 111;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.814742;55.793866;{type=Point, coordinates=[37.814741999829, 55.793865999903]}
960;Велосипедная парковка № 36031 «Школа № 1849 »;14020790;Восточный административный округ;район Ивановское;улица Челябинская, 9;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.823989;55.777684;{type=Point, coordinates=[37.823989000446, 55.777683999826]}
961;Велосипедная парковка № 36032 «Школа № 2033 »;14020791;Восточный административный округ;район Северное Измайлово;Щелковское шоссе, 26А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.779698;55.808048;{type=Point, coordinates=[37.779698000147, 55.808048000119]}
963;Велосипедная парковка № 37022 «Школа № 296 »;14020793;Северо-Восточный административный округ;район Марфино;Большая Марфинская улица, 7;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.591365;55.830639;{type=Point, coordinates=[37.591364999784, 55.830639000204]}
964;Велосипедная парковка № 37030 «Школа № 305 »;14020794;Северо-Восточный административный округ;Алтуфьевский район;проезд Черского, 5а;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.581710;55.876696;{type=Point, coordinates=[37.581709999636, 55.876696000181]}
965;Велосипедная парковка № 37031 «Школа № 305 »;14020795;Северо-Восточный административный округ;Алтуфьевский район;проезд Черского, 21 Б;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.575253;55.876170;{type=Point, coordinates=[37.575253000104, 55.876169999829]}
966;Велосипедная парковка № 37048 «Школа № 751 » (1);14020796;Северо-Восточный административный округ;Лосиноостровский район;Таймырская улица, 3;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.697449;55.884386;{type=Point, coordinates=[37.697449000131, 55.884386000213]}
967;Велосипедная парковка № 37052 «Школа № 755 »;14020797;Северо-Восточный административный округ;район Бибирево;улица Плещеева, 26 А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.619715;55.888652;{type=Point, coordinates=[37.619715000107, 55.888652000195]}
968;Велосипедная парковка № 37075 «Школа № 1316 »;14020798;Северо-Восточный административный округ;район Северное Медведково;улица Молодцова, 4, строение 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.642443;55.880753;{type=Point, coordinates=[37.642443000226, 55.880752999848]}
969;Велосипедная парковка № 37076 «Школа № 1316 »;14020799;Северо-Восточный административный округ;район Северное Медведково;улица Молодцова, 4, строение 1;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.642443;55.880753;{type=Point, coordinates=[37.642443000226, 55.880752999848]}
970;Велосипедная парковка № 37083 «Школа № 1412 »;14020800;Северо-Восточный административный округ;район Бибирево;улица Мурановская, 4А;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.601647;55.891553;{type=Point, coordinates=[37.601646999745, 55.891553000054]}
971;Велосипедная парковка № 37098 «Центр образования № 293 »;14020801;Северо-Восточный административный округ;Алексеевский район;улица Касаткина, 16;10;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.662815;55.824369;{type=Point, coordinates=[37.662814999629, 55.824369000038]}
